timestamp,hour,hour_of_day,is_weekday,LP1_powered,LP1_demand_kw,LP1_effective_kw,LP2_powered,LP2_demand_kw,LP2_effective_kw,LP3_powered,LP3_demand_kw,LP3_effective_kw,LP4_powered,LP4_demand_kw,LP4_effective_kw,LP5_powered,LP5_demand_kw,LP5_effective_kw,LP6_powered,LP6_demand_kw,LP6_effective_kw,LP7_powered,LP7_demand_kw,LP7_effective_kw,LP8_powered,LP8_demand_kw,LP8_effective_kw
1/1/2024 21:00,21,21,1,1,4.15,4.15,1,3.39,3.39,1,40.15,28.89,1,54.64,54.64,0,18,0,0,25.01,0,0,1.17,0,1,11.26,11.26
1/1/2024 22:00,22,22,1,1,3.7,3.7,1,3.41,3.41,1,40.93,26.85,1,55.57,55.57,0,20.62,0,0,2.96,0,0,1.22,0,1,14.09,14.09
1/1/2024 23:00,23,23,1,1,3.27,3.27,1,3.26,2.25,0,11.06,0,1,66.87,66.87,0,1.23,0,0,3.02,0,0,0.99,0,1,12.08,12.08
1/2/2024 0:00,24,0,1,1,4.9,4.9,0,3.36,0,0,9.92,0,1,34.83,34.83,0,1.09,0,0,3.28,0,0,0.98,0,1,11.69,11.69
1/2/2024 1:00,25,1,1,1,4.27,4.27,0,3.58,0,0,8.94,0,1,37.06,37.06,0,1.2,0,0,2.74,0,0,1.23,0,1,11.76,11.76
1/2/2024 2:00,26,2,1,1,4.21,4.21,0,3.91,0,0,9.55,0,1,35.75,35.75,0,1.27,0,0,2.89,0,0,1.02,0,1,12.88,12.88
1/2/2024 3:00,27,3,1,1,4.43,4.43,1,3.44,2.98,0,11.32,0,1,36.4,36.4,0,1.35,0,0,3.34,0,0,1.05,0,1,11.78,11.78
1/2/2024 4:00,28,4,1,1,3.94,3.94,1,3.26,3.01,0,10.51,0,1,38.49,38.49,0,1.44,0,0,2.74,0,0,1.02,0,1,10.75,10.75
1/2/2024 5:00,29,5,1,1,3.87,3.87,0,3.75,0,0,10.69,0,1,30.12,30.12,0,1.4,0,0,3.33,0,0,0.83,0,1,12.83,12.83
1/2/2024 6:00,30,6,1,1,4.34,4.34,0,2.92,0,0,10.69,0,1,58.56,58.56,0,1.32,0,0,25.05,0,0,14.94,0,1,12.59,12.59
1/2/2024 7:00,31,7,1,1,4.34,4.34,1,67.87,67.87,1,11.93,11.93,1,56.12,56.12,0,1.22,0,0,24.12,0,0,15.13,0,0,0,0
1/2/2024 8:00,32,8,1,1,34.92,34.92,1,55.47,55.47,1,34.83,34.83,1,58.67,58.67,0,16.44,0,0,24.65,0,0,16.52,0,0,0,0
1/2/2024 9:00,33,9,1,1,35.63,35.63,1,65.94,65.94,1,41.34,41.34,1,29.96,29.96,0,18.81,0,0,25.08,0,0,14.67,0,0,0,0
1/2/2024 10:00,34,10,1,1,29.98,29.98,1,60.26,60.26,1,41.87,41.87,1,29.98,29.98,1,19.13,19.13,1,25.64,25.64,1,14.47,14.47,0,0,0
1/2/2024 11:00,35,11,1,1,32.6,32.6,1,64.26,64.26,1,41.7,41.7,1,31.17,31.17,1,19.73,19.73,1,20.39,20.39,1,1.13,1.13,0,0,0
1/2/2024 12:00,36,12,1,1,37.82,37.82,1,73.09,73.09,1,44.44,44.44,1,29.11,29.11,1,20.98,20.98,1,26.83,26.83,1,1.16,1.16,0,0,0
1/2/2024 13:00,37,13,1,1,35.42,35.42,1,58.45,58.45,1,44.52,44.52,1,35.25,35.25,1,20.63,20.63,1,24.84,24.84,1,0.99,0.99,0,0,0
1/2/2024 14:00,38,14,1,1,29.39,29.39,1,57.63,57.63,1,41.04,41.04,1,28.11,28.11,1,19.72,19.72,1,26.61,26.61,1,0.91,0.91,0,0,0
1/2/2024 15:00,39,15,1,1,31.87,31.87,1,63.04,63.04,1,36.12,36.12,1,33.96,33.96,1,18.95,18.95,1,25.23,25.23,1,17.93,17.93,0,0,0
1/2/2024 16:00,40,16,1,1,37.38,37.38,1,70.29,70.29,1,50.15,50.15,1,27.43,27.43,1,17.19,17.19,1,28.62,28.62,1,17.12,13.51,0,0,0
1/2/2024 17:00,41,17,1,1,34.49,34.49,1,63.54,63.54,1,41.74,41.74,1,29.81,29.81,0,18.32,0,0,22.97,0,0,14.39,0,0,0,0
1/2/2024 18:00,42,18,1,1,3.97,3.97,1,62.87,62.87,0,42.06,0,1,59.3,59.3,1,18.07,10.8,0,27.51,0,0,14.81,0,1,13.05,13.05
1/2/2024 19:00,43,19,1,1,3.98,3.98,1,63.49,63.49,0,45.98,0,1,53.54,53.54,1,23.64,17.07,0,22.68,0,0,15.16,0,1,11.91,11.91
1/2/2024 20:00,44,20,1,1,3.89,3.89,1,57.61,57.61,1,40.45,24.63,1,53.22,53.22,0,22.7,0,0,25.43,0,0,14.16,0,1,10.65,10.65
1/2/2024 21:00,45,21,1,1,3.75,3.75,1,3.53,3.53,1,46.08,33.21,1,56.56,56.56,0,17.61,0,0,26.43,0,0,1.03,0,1,12.87,12.87
1/2/2024 22:00,46,22,1,1,3.65,0,0,3.37,0,0,40.74,0,0,62.01,0,0,20.19,0,0,3.05,0,0,1.08,0,1,13.41,0
1/2/2024 23:00,47,23,1,1,4.23,0,0,3.85,0,0,11.97,0,0,58.24,0,0,1.16,0,0,2.57,0,0,0.96,0,1,11.34,0
1/3/2024 0:00,48,0,1,1,3.99,3.99,1,3.7,3.7,0,10.82,0,1,42.08,42.08,0,1.33,0,0,3.08,0,0,1.29,0,1,10.68,10.68
1/3/2024 1:00,49,1,1,1,4.14,4.14,0,3.11,0,0,9.88,0,1,38.19,37.38,0,1.25,0,0,2.93,0,0,0.94,0,1,13.81,13.81
1/3/2024 2:00,50,2,1,1,4.09,4.09,1,3.4,1.98,0,12.26,0,1,35.21,35.21,0,1.29,0,0,3.27,0,0,0.9,0,1,13.68,13.68
1/3/2024 3:00,51,3,1,1,4.36,4.36,0,3.63,0,0,10.94,0,1,28.67,28.67,0,1.41,0,0,2.83,0,0,1.16,0,1,13.4,13.4
1/3/2024 4:00,52,4,1,1,4.06,4.06,0,3.21,0,0,9.93,0,1,32.01,32.01,0,1.34,0,0,2.91,0,0,1.05,0,1,11.57,11.57
1/3/2024 5:00,53,5,1,1,4.17,4.17,0,3.18,0,0,9.27,0,1,35.77,35.77,0,1.4,0,0,2.88,0,0,1.12,0,1,12.1,12.1
1/3/2024 6:00,54,6,1,1,3.97,3.97,0,3.35,0,0,11.02,0,1,50.62,50.62,0,1.36,0,0,23.75,0,0,15.2,0,1,12.79,12.79
1/3/2024 7:00,55,7,1,1,3.62,3.62,1,64.37,64.37,1,11.6,11.6,1,56.97,56.97,0,1.23,0,0,24.53,0,0,14.74,0,0,0,0
1/3/2024 8:00,56,8,1,1,32.68,32.68,1,67.84,67.84,1,43.06,43.06,1,58.9,58.9,0,17.52,0,0,25.48,0,0,15.08,0,0,0,0
1/3/2024 9:00,57,9,1,1,34.85,34.85,1,63.81,63.81,1,42.87,42.87,1,29.74,29.74,1,19.11,19.11,1,25.32,25.32,1,15.69,11.51,0,0,0
1/3/2024 10:00,58,10,1,1,35.09,35.09,1,74.99,74.99,1,46.97,46.97,1,29.79,29.79,1,19.11,19.11,1,21.87,21.87,1,16.59,16.59,0,0,0
1/3/2024 11:00,59,11,1,1,37.14,37.14,1,59.26,59.26,1,43.76,43.76,1,35.22,35.22,1,18.76,18.76,1,22.67,22.67,1,1.02,1.02,0,0,0
1/3/2024 12:00,60,12,1,1,32.06,32.06,1,66.36,66.36,1,39.57,39.57,1,30.61,30.61,1,18.47,18.47,1,23.22,23.22,1,1.13,1.13,0,0,0
1/3/2024 13:00,61,13,1,1,33.88,33.88,1,57.09,57.09,1,39.71,39.71,1,30.12,30.12,1,19.68,19.68,1,23.68,23.68,1,1.05,1.05,0,0,0
1/3/2024 14:00,62,14,1,1,32.94,32.94,1,70.72,70.72,1,43.62,43.62,1,28.03,28.03,0,21.65,0,0,22.67,0,0,1.05,0,0,0,0
1/3/2024 15:00,63,15,1,1,37.61,37.61,1,69.46,69.46,1,43.44,43.44,1,30.45,30.45,0,16.29,0,0,22.9,0,0,14.13,0,0,0,0
1/3/2024 16:00,64,16,1,1,34.28,34.28,1,66.21,66.21,1,45.4,45.4,1,29.29,29.29,0,17.63,0,0,26.89,0,0,14.85,0,0,0,0
1/3/2024 17:00,65,17,1,1,34.33,34.33,1,53.94,53.94,1,43,43,1,34.84,34.84,0,19.99,0,0,24.96,0,0,13.71,0,0,0,0
1/3/2024 18:00,66,18,1,1,3.9,3.9,1,66.17,66.17,0,44.04,0,1,60.5,60.5,0,16.67,0,0,22.21,0,0,13.82,0,1,12.08,12.08
1/3/2024 19:00,67,19,1,1,3.84,3.84,1,58.54,58.54,0,42.93,0,1,64.44,64.44,1,17.32,10.61,0,25.14,0,0,14.09,0,1,12.56,12.56
1/3/2024 20:00,68,20,1,1,3.46,3.46,1,64.92,64.92,0,44.99,0,1,58.83,58.83,0,22.89,0,0,23.56,0,0,12.45,0,1,11.96,11.96
1/3/2024 21:00,69,21,1,1,3.52,3.52,1,3.08,3.08,1,44.26,31.88,1,63.63,63.63,0,20.46,0,0,27.96,0,0,1,0,1,12.37,12.37
1/3/2024 22:00,70,22,1,1,3.97,3.97,1,3.56,3.56,1,40.9,29.91,1,53.23,53.23,0,23.76,0,0,2.89,0,0,1.04,0,1,10.99,10.99
1/3/2024 23:00,71,23,1,1,3.93,3.93,0,3.38,0,0,10.28,0,1,59.02,59.02,0,1.13,0,0,2.92,0,0,1.12,0,1,13.6,13.6
1/4/2024 0:00,72,0,1,1,3.97,3.97,1,3.26,2.95,0,10.71,0,1,34,34,0,1.52,0,0,2.97,0,0,0.96,0,1,11.03,11.03
1/4/2024 1:00,73,1,1,1,4.21,4.21,0,3.65,0,0,10.53,0,1,35.26,35.26,0,1.17,0,0,2.78,0,0,1.08,0,1,12.7,12.7
1/4/2024 2:00,74,2,1,1,3.94,3.94,1,3.47,3.47,0,11.54,0,1,36.67,36.67,0,1.4,0,0,3.16,0,0,1.12,0,1,11.39,11.39
1/4/2024 3:00,75,3,1,1,3.81,3.81,0,3.42,0,0,10.62,0,1,33.75,33.75,0,1.08,0,0,3.06,0,0,1.06,0,1,12.8,12.8
1/4/2024 4:00,76,4,1,1,3.85,3.85,0,3.69,0,0,9.25,0,1,32.27,31.26,0,1.34,0,0,3.13,0,0,1.1,0,1,13.95,13.95
1/4/2024 5:00,77,5,1,1,3.99,3.99,0,4.01,0,0,9.45,0,1,39.42,39.42,0,1.34,0,0,3.05,0,0,1.1,0,1,13.21,13.21
1/4/2024 6:00,78,6,1,1,3.8,3.8,1,3.56,2.28,0,10.24,0,1,50.08,50.08,0,1.26,0,0,24.72,0,0,14.74,0,1,11.52,11.52
1/4/2024 7:00,79,7,1,1,4.25,4.25,1,53.6,53.6,1,11.04,11.04,1,65.68,65.68,0,1.16,0,0,27.52,0,0,14.37,0,0,0,0
1/4/2024 8:00,80,8,1,1,33.25,33.25,1,54.84,54.84,1,39.34,39.34,1,54.09,54.09,0,19.14,0,0,25.43,0,0,15.38,0,0,0,0
1/4/2024 9:00,81,9,1,1,33.95,33.95,1,62.99,62.99,1,43.94,43.94,1,31.83,31.83,1,19.95,19.95,1,20.86,10.52,0,13.85,0,0,0,0
1/4/2024 10:00,82,10,1,1,31.11,31.11,1,67.79,67.79,1,39.2,39.2,1,31.98,31.98,1,17.77,17.77,1,24.97,24.97,1,12.43,9.54,0,0,0
1/4/2024 11:00,83,11,1,1,36.12,36.12,1,63.32,63.32,1,42.3,42.3,1,27.76,27.76,1,19.25,19.25,1,26.64,26.64,1,1.02,1.02,0,0,0
1/4/2024 12:00,84,12,1,1,37.11,37.11,1,65.21,65.21,1,43.15,43.15,1,31.57,31.57,1,19.48,19.48,1,19.85,19.85,1,1.03,1.03,0,0,0
1/4/2024 13:00,85,13,1,1,29.65,29.65,1,62.35,62.35,1,37.94,37.94,1,30.87,30.87,1,20.28,20.28,1,22.1,22.1,1,1.1,1.1,0,0,0
1/4/2024 14:00,86,14,1,1,34.35,34.35,1,67.47,67.47,1,43.09,43.09,1,31.99,31.99,1,17.08,17.08,1,25.53,25.53,1,1.09,1.09,0,0,0
1/4/2024 15:00,87,15,1,1,32.99,32.99,1,65.74,65.74,1,47.16,47.16,1,33.4,33.4,1,18.65,18.65,1,26.26,26.26,1,14.38,14.38,0,0,0
1/4/2024 16:00,88,16,1,1,34.04,34.04,1,57.54,57.54,1,41.1,41.1,1,32.44,32.44,1,19.85,19.85,1,24.7,24.7,1,15.27,15.27,0,0,0
1/4/2024 17:00,89,17,1,1,34.48,34.48,1,64.89,64.89,1,42.02,42.02,1,28.34,28.34,0,18.95,0,0,25.21,0,0,16.26,0,0,0,0
1/4/2024 18:00,90,18,1,1,3.22,3.22,1,54.92,54.92,1,42.61,22.08,1,57.23,57.23,0,17.86,0,0,27.03,0,0,14.94,0,1,12.56,12.56
1/4/2024 19:00,91,19,1,1,4.15,4.15,1,64.89,64.89,0,42.07,0,1,54.05,54.05,1,21.04,16.54,0,23.36,0,0,14.03,0,1,10.36,10.36
1/4/2024 20:00,92,20,1,1,4.26,4.26,1,61.23,61.23,0,41.84,0,1,55.2,55.2,1,21.09,17.88,0,22.53,0,0,14.67,0,1,11.43,11.43
1/4/2024 21:00,93,21,1,1,4.3,4.3,1,3.53,3.53,1,41.59,28.03,1,60.12,60.12,0,20.76,0,0,23.87,0,0,1.15,0,1,13.56,13.56
1/4/2024 22:00,94,22,1,1,3.62,3.62,1,3.57,3.57,1,36.53,21.56,1,60.66,60.66,0,19,0,0,3.09,0,0,0.96,0,1,14.97,14.97
1/4/2024 23:00,95,23,1,1,3.91,3.91,1,3.56,3.56,0,10.82,0,1,60.56,60.56,0,1.28,0,0,3.12,0,0,1.14,0,1,10.2,10.2
1/5/2024 0:00,96,0,1,1,3.75,3.75,0,3.88,0,0,9.54,0,1,37.39,37.36,0,1.44,0,0,3.23,0,0,1.03,0,1,13.45,13.45
1/5/2024 1:00,97,1,1,1,3.32,3.32,1,3.49,3.04,0,10.76,0,1,37.83,37.83,0,1.39,0,0,3.45,0,0,1.18,0,1,11.2,11.2
1/5/2024 2:00,98,2,1,1,3.72,3.72,1,3.53,2.62,0,11.03,0,1,35.21,35.21,0,1.44,0,0,3.09,0,0,1.11,0,1,11.94,11.94
1/5/2024 3:00,99,3,1,1,3.58,3.58,1,3.85,3.49,0,10.78,0,1,40.49,40.49,0,1.31,0,0,2.74,0,0,1.13,0,1,11.14,11.14
1/5/2024 4:00,100,4,1,1,4.02,4.02,0,4.01,0,0,9.7,0,1,38.5,38.5,0,1.37,0,0,2.86,0,0,1.16,0,1,13.39,13.39
1/5/2024 5:00,101,5,1,1,3.4,3.4,0,3.48,0,0,10.7,0,1,36.48,36.48,0,1.37,0,0,3.08,0,0,1.18,0,1,12.97,12.97
1/5/2024 6:00,102,6,1,1,3.61,3.61,0,3.34,0,0,10.26,0,1,63.07,63.07,0,1.46,0,0,27.2,0,0,16.17,0,1,12.52,12.52
1/5/2024 7:00,103,7,1,1,3.75,3.75,1,60.33,60.33,1,9.95,9.95,1,55.48,55.48,0,1.07,0,0,25.64,0,0,14,0,0,0,0
1/5/2024 8:00,104,8,1,1,35.33,35.33,1,64.91,64.91,1,48.66,48.66,1,58.41,58.41,0,19.77,0,0,22.63,0,0,16.06,0,0,0,0
1/5/2024 9:00,105,9,1,1,40.68,40.68,1,61.63,61.63,1,38.76,38.76,1,32.63,32.63,0,21.07,0,0,23.09,0,1,13.51,7.73,0,0,0
1/5/2024 10:00,106,10,1,1,34.09,34.09,1,53.88,53.88,1,43.42,43.42,1,27.49,27.49,1,21.42,21.42,1,23.79,23.79,1,13.7,13.7,0,0,0
1/5/2024 11:00,107,11,1,1,30.53,30.53,1,68.28,68.28,1,46.86,46.86,1,35.87,35.87,1,18.87,18.87,1,24.51,23.58,0,1.07,0,0,0,0
1/5/2024 12:00,108,12,1,1,31.47,31.47,1,66.73,66.73,1,43.04,43.04,1,29.02,29.02,1,20.19,20.19,1,23.83,23.83,1,1.19,1.19,0,0,0
1/5/2024 13:00,109,13,1,1,35.03,35.03,1,68.39,68.39,1,39.71,39.71,1,29.35,29.35,1,20.73,20.73,1,22.66,22.66,1,1.07,1.07,0,0,0
1/5/2024 14:00,110,14,1,1,29.7,29.7,1,69.38,69.38,1,39.92,39.92,1,30.5,30.5,1,21.54,21.54,1,22.9,22.9,1,1.01,1.01,0,0,0
1/5/2024 15:00,111,15,1,1,36.2,36.2,1,63.6,63.6,1,37.1,37.1,1,32.26,32.26,1,20.13,20.13,1,24.22,24.22,1,15.9,15.9,0,0,0
1/5/2024 16:00,112,16,1,1,34.01,34.01,1,63.95,63.95,1,42.08,42.08,1,32.49,32.49,0,19.98,0,0,24.77,0,0,14.58,0,0,0,0
1/5/2024 17:00,113,17,1,1,32.95,32.95,1,67.69,67.69,1,42.2,42.2,1,34.11,34.11,0,19.15,0,0,22.47,0,0,15.71,0,0,0,0
1/5/2024 18:00,114,18,1,1,3.39,3.39,1,56.56,56.56,1,40.93,21.77,1,57.57,57.57,0,21.33,0,0,24.99,0,0,15.31,0,1,10.72,10.72
1/5/2024 19:00,115,19,1,1,4.2,4.2,1,60.88,60.88,0,46.52,0,1,59.39,59.39,1,21.52,14.46,0,27.9,0,0,13.98,0,1,11.06,11.06
1/5/2024 20:00,116,20,1,1,3.68,3.68,1,62.35,62.35,1,41.64,22.4,1,50.74,50.74,0,21.21,0,0,24.77,0,0,16.54,0,1,10.84,10.84
1/5/2024 21:00,117,21,1,1,3.96,3.96,1,3.74,3.74,1,36.59,23.78,1,52.9,52.9,0,20.74,0,0,24.89,0,0,0.94,0,1,12.81,12.81
1/5/2024 22:00,118,22,1,1,3.87,3.87,1,3.33,3.33,1,46.83,32.52,1,57.44,57.44,0,19.96,0,0,2.71,0,0,1,0,1,14.31,14.31
1/5/2024 23:00,119,23,1,1,3.42,3.42,0,3.28,0,0,9.48,0,1,59.52,58.72,0,1.24,0,0,3.22,0,0,1.14,0,1,13.56,13.56
1/6/2024 0:00,120,0,0,1,3.84,3.84,0,3.36,0,0,10.9,0,1,36.41,36.41,0,1.23,0,0,2.9,0,0,1.33,0,1,13.31,13.31
1/6/2024 1:00,121,1,0,1,3.54,3.54,0,3.61,0,0,11.01,0,1,38.08,38.08,0,1.41,0,0,3.31,0,0,0.93,0,1,14.03,14.03
1/6/2024 2:00,122,2,0,1,3.71,3.71,0,3.46,0,0,10.41,0,1,36.38,36.38,0,1.42,0,0,3.48,0,0,1.07,0,1,13.08,13.08
1/6/2024 3:00,123,3,0,1,4.05,4.05,0,3.08,0,0,11.26,0,1,35.86,35.86,0,1.33,0,0,2.88,0,0,0.88,0,1,13.54,13.54
1/6/2024 4:00,124,4,0,1,4.14,4.14,0,3.13,0,0,10.54,0,1,43.56,43.56,0,1.33,0,0,2.89,0,0,1.07,0,1,12.51,12.51
1/6/2024 5:00,125,5,0,1,3.91,3.91,1,3.52,2.17,0,10.18,0,1,35.77,35.77,0,1.33,0,0,3.18,0,0,1.03,0,1,11.53,11.53
1/6/2024 6:00,126,6,0,1,3.64,3.64,0,3.53,0,0,8.74,0,1,62.55,62.55,0,1.43,0,0,21.89,0,0,15.21,0,1,11.17,11.17
1/6/2024 7:00,127,7,0,1,3.71,3.71,1,3.49,3.49,1,9.03,9.03,1,51.82,51.82,0,1.38,0,0,24.56,0,0,16.88,0,0,0,0
1/6/2024 8:00,128,8,0,1,3.71,3.71,1,3.35,3.35,1,12.78,12.78,1,58.43,58.43,1,1.26,1.26,1,23.8,23.8,1,16.21,16.21,0,0,0
1/6/2024 9:00,129,9,0,1,11.36,11.36,1,22.2,22.2,1,11.09,11.09,1,28.81,28.81,1,1.36,1.36,1,24.21,24.21,1,14.73,14.73,0,0,0
1/6/2024 10:00,130,10,0,1,13.78,13.78,1,21.5,21.5,1,28.82,28.82,1,35.28,35.28,1,10.26,10.26,1,20.43,20.43,1,16.03,16.03,0,0,0
1/6/2024 11:00,131,11,0,1,11.88,11.88,1,21.44,21.44,1,31.45,31.45,1,29.09,29.09,1,11.17,11.17,1,25.35,25.35,1,1.09,1.09,0,0,0
1/6/2024 12:00,132,12,0,1,13.79,13.79,1,21.5,21.5,1,25.45,25.45,1,30.38,30.38,1,10.1,10.1,1,29.15,29.15,1,0.99,0.99,0,0,0
1/6/2024 13:00,133,13,0,1,12.1,12.1,1,23.55,23.55,1,25.91,25.91,1,28.45,28.45,1,10.94,10.94,1,23.56,23.56,1,1.08,1.08,0,0,0
1/6/2024 14:00,134,14,0,1,3.54,3.54,1,19.17,19.17,1,22.76,22.76,1,28.3,28.3,1,11.03,11.03,1,21.56,21.56,1,1.13,1.13,0,0,0
1/6/2024 15:00,135,15,0,1,4.12,4.12,1,3.36,3.36,1,25.6,25.6,1,30.27,30.27,1,9.79,9.79,1,25.92,25.92,1,19.7,19.7,0,0,0
1/6/2024 16:00,136,16,0,1,3.92,3.92,1,3.39,3.39,1,25.54,25.54,1,31.34,31.34,1,12.85,12.85,1,22.67,22.67,1,16.79,16.79,0,0,0
1/6/2024 17:00,137,17,0,1,3.33,3.33,1,3.83,3.83,1,25.39,25.39,1,33.03,33.03,1,11.27,11.27,1,24.42,24.42,1,16.06,16.06,0,0,0
1/6/2024 18:00,138,18,0,1,3.74,3.74,1,3.38,3.38,1,28.4,28.4,1,55.18,55.18,1,11.44,11.44,1,22.98,22.98,1,13.01,13.01,1,12.54,12.54
1/6/2024 19:00,139,19,0,1,4,4,1,3.26,3.26,1,11.08,11.08,1,55.1,55.1,1,1.22,1.22,1,21.58,21.58,1,15.43,15.43,1,11.82,11.82
1/6/2024 20:00,140,20,0,1,3.72,3.72,1,3.45,3.45,1,11.25,11.25,1,63.81,63.81,1,1.36,1.36,1,24.97,24.97,1,16.94,16.94,1,14.67,14.67
1/6/2024 21:00,141,21,0,1,3.81,3.81,1,3.51,3.51,1,9.46,9.46,1,65.24,65.24,1,1.45,1.45,1,23.02,23.02,0,1.13,0,1,12.44,12.44
1/6/2024 22:00,142,22,0,1,3.99,3.99,0,3.81,0,0,10.51,0,1,57.47,57.47,1,1.36,1.04,0,2.66,0,0,1.19,0,1,13.28,13.28
1/6/2024 23:00,143,23,0,1,3.93,3.93,0,3.37,0,0,10.77,0,1,60.02,60.02,0,1.34,0,0,3.12,0,0,1.13,0,1,13.9,13.9
1/7/2024 0:00,144,0,0,1,3.6,3.6,1,3.29,2.48,0,12.04,0,1,41.43,41.43,0,1.1,0,0,3.75,0,0,1.18,0,1,12.85,12.85
1/7/2024 1:00,145,1,0,1,3.92,3.92,1,3.23,2.54,0,10.58,0,1,44.29,44.29,0,1.29,0,0,3.29,0,0,0.94,0,1,11.26,11.26
1/7/2024 2:00,146,2,0,1,3.83,3.83,0,3.38,0,0,10.35,0,1,37.77,37.77,0,1.37,0,0,3.04,0,0,1.23,0,1,12.23,12.23
1/7/2024 3:00,147,3,0,1,4.46,4.46,1,4.19,3.68,0,11.39,0,1,38.75,38.75,0,1.43,0,0,3.78,0,0,1.16,0,1,11.91,11.91
1/7/2024 4:00,148,4,0,1,3.88,3.88,0,3.59,0,0,10.27,0,1,36.93,36.93,0,1.37,0,0,2.62,0,0,1.19,0,1,12.39,12.39
1/7/2024 5:00,149,5,0,1,3.96,3.96,0,3.65,0,0,10.87,0,1,32.22,32.22,0,1.52,0,0,3.19,0,0,1.1,0,1,12.73,12.73
