timestamp,hour,hour_of_day,day_of_year,month,is_weekday,solar_pv_availability_fraction,solar_pv_output_kw,diesel_available,diesel_dispatched_kw,diesel_on,diesel_fuel_consumed_litres,diesel_fuel_price_NGN_per_litre,diesel_cost_NGN,battery_soc_kwh,battery_charge_kw,battery_discharge_kw,total_generation_kw,total_available_kw,solar_forecast_t1h_kw,solar_forecast_t3h_kw,solar_forecast_t6h_kw,demand_forecast_t1h_kw,demand_forecast_t3h_kw,demand_forecast_t6h_kw,cumulative_daily_fuel_litres
2024-01-03 03:00:00,51,3,2,1,1,0.0,0.0,1,55.0,1,25.0,1144.04,28601.0,960.0,0.0,0.0,55.0,55.0,4.6,0.0,168.85,67.83,129.16,222.08,101.614
2024-01-03 04:00:00,52,4,2,1,1,0.0,0.0,1,55.0,1,25.0,1152.27,28806.75,960.0,0.0,0.0,55.0,55.0,0.0,79.53,176.91,70.21,133.94,261.94,126.614
2024-01-03 05:00:00,53,5,2,1,1,0.0,0.0,1,55.0,1,25.0,1069.77,26744.25,960.0,0.0,0.0,55.0,55.0,1.13,77.3,286.12,129.06,276.59,214.85,151.614
2024-01-03 06:00:00,54,6,2,1,1,0.0,0.0,1,68.96,1,28.808,1087.44,31326.45,960.0,0.0,0.0,68.96,68.96,66.85,235.07,239.61,168.01,262.67,178.1,180.422
2024-01-03 07:00:00,55,7,2,1,1,0.1334,66.68,1,0.0,0,0.0,1135.62,0.0,960.0,0.0,0.0,66.68,66.68,70.54,266.16,67.71,230.22,257.42,239.4,180.422
2024-01-03 08:00:00,56,8,2,1,1,0.1456,72.81,1,0.0,0,0.0,1047.41,0.0,960.0,0.0,0.0,72.81,72.81,212.73,259.87,55.74,231.03,206.97,220.78,180.422
2024-01-03 09:00:00,57,9,2,1,1,0.4544,227.21,1,0.0,0,0.0,1098.52,0.0,960.0,0.0,0.0,227.21,227.21,252.63,342.26,88.94,228.79,179.08,215.94,180.422
2024-01-03 10:00:00,58,10,2,1,1,0.5374,268.68,1,0.0,0,0.0,1110.75,0.0,981.85,24.28,0.0,268.68,268.68,225.11,74.29,108.63,216.53,200.12,206.35,180.422
2024-01-03 11:00:00,59,11,2,1,1,0.5262,263.11,1,0.0,0,0.0,1156.01,0.0,1022.6,45.27,0.0,263.11,263.11,295.03,72.45,85.83,229.78,229.07,231.43,180.422
2024-01-03 12:00:00,60,12,2,1,1,0.6567,328.35,1,0.0,0,0.0,1137.04,0.0,1080.0,63.78,0.0,328.35,328.35,79.11,100.29,0.0,214.8,233.36,302.22,180.422
2024-01-03 13:00:00,61,13,2,1,1,0.1675,83.76,1,0.0,0,0.0,1103.06,0.0,960.0,0.0,108.0,83.76,191.76,76.83,110.7,2.15,203.68,237.45,215.07,180.422
2024-01-03 14:00:00,62,14,2,1,1,0.1489,74.43,1,0.0,0,0.0,1101.68,0.0,960.0,0.0,0.0,74.43,74.43,136.92,68.41,0.0,255.53,227.77,267.0,180.422
2024-01-03 15:00:00,63,15,2,1,1,0.2328,116.42,1,0.0,0,0.0,1105.64,0.0,960.0,0.0,0.0,116.42,116.42,125.99,0.0,1.83,231.32,234.68,153.31,180.422
2024-01-03 16:00:00,64,16,2,1,1,0.2423,121.16,1,0.0,0,0.0,1164.92,0.0,960.0,0.0,0.0,121.16,121.16,74.45,0.0,2.79,236.52,210.07,104.28,180.422
2024-01-03 17:00:00,65,17,2,1,1,0.1459,72.96,1,0.0,0,0.0,1099.69,0.0,960.0,0.0,0.0,72.96,72.96,0.0,2.63,0.04,238.0,236.17,97.63,180.422
2024-01-03 18:00:00,66,18,2,1,1,0.0,0.0,1,110.0,1,40.0,1103.85,44154.0,960.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,248.32,169.12,62.52,220.422
2024-01-03 19:00:00,67,19,2,1,1,0.0,0.0,1,110.0,1,40.0,1125.78,45031.2,960.0,0.0,0.0,110.0,110.0,0.61,0.87,0.0,246.26,140.82,69.09,260.422
2024-01-03 20:00:00,68,20,2,1,1,0.0,0.0,1,110.0,1,40.0,1109.96,44398.4,960.0,0.0,0.0,110.0,110.0,2.92,0.0,0.0,176.52,83.64,63.23,300.422
2024-01-03 21:00:00,69,21,2,1,1,0.0,0.0,1,110.0,1,40.0,1107.41,44296.4,960.0,0.0,0.0,110.0,110.0,1.5,1.83,0.0,139.73,71.8,56.01,340.422
2024-01-03 22:00:00,70,22,2,1,1,0.0,0.0,1,101.66,1,37.725,1076.77,40620.95,960.0,0.0,0.0,101.66,101.66,0.57,0.0,0.0,96.46,73.11,54.1,378.147
2024-01-03 23:00:00,71,23,2,1,1,0.0,0.0,1,76.61,1,30.895,1113.61,34404.97,960.0,0.0,0.0,76.61,76.61,0.32,0.0,1.7,69.04,66.35,57.89,409.042
2024-01-04 00:00:00,72,0,3,1,1,0.0,0.0,1,55.0,1,25.0,1098.46,27461.5,960.0,0.0,0.0,55.0,55.0,0.0,0.0,3.87,75.97,62.03,132.11,25.0
2024-01-04 01:00:00,73,1,3,1,1,0.0,0.0,1,55.0,1,25.0,1152.22,28805.5,960.0,0.0,0.0,55.0,55.0,0.0,2.34,41.07,69.98,62.78,187.86,50.0
2024-01-04 02:00:00,74,2,3,1,1,0.0,0.0,1,55.62,1,25.168,1135.09,28567.73,960.0,0.0,0.0,55.62,55.62,0.0,0.0,102.4,67.73,70.99,217.2,75.168
2024-01-04 03:00:00,75,3,3,1,1,0.0,0.0,1,55.0,1,25.0,1112.47,27811.75,960.0,0.0,0.0,55.0,55.0,1.99,1.93,237.1,69.82,102.93,244.11,100.168
2024-01-04 04:00:00,76,4,3,1,1,0.0,0.0,1,55.0,1,25.0,1135.6,28390.0,960.0,0.0,0.0,55.0,55.0,0.69,57.3,113.31,68.37,165.47,219.16,125.168
2024-01-04 05:00:00,77,5,3,1,1,0.0,0.0,1,56.88,1,25.512,1101.93,28112.05,960.0,0.0,0.0,56.88,56.88,0.31,105.99,301.25,117.64,240.54,195.34,150.68
2024-01-04 06:00:00,78,6,3,1,1,0.0,0.0,1,67.68,1,28.457,1148.42,32681.0,960.0,0.0,0.0,67.68,67.68,68.66,231.65,414.19,189.93,232.63,252.89,179.137
2024-01-04 07:00:00,79,7,3,1,1,0.1424,71.22,1,0.0,0,0.0,1113.1,0.0,960.0,0.0,0.0,71.22,71.22,104.64,234.49,191.08,255.19,207.2,170.55,179.137
2024-01-04 08:00:00,80,8,3,1,1,0.222,111.02,1,0.0,0,0.0,1132.76,0.0,960.0,0.0,0.0,111.02,111.02,202.22,276.03,275.96,230.4,191.02,215.81,179.137
2024-01-04 09:00:00,81,9,3,1,1,0.4064,203.19,1,0.0,0,0.0,1070.16,0.0,960.0,0.0,0.0,203.19,203.19,216.24,302.81,119.23,221.65,241.58,173.47,179.137
2024-01-04 10:00:00,82,10,3,1,1,0.4447,222.36,1,0.0,0,0.0,1124.86,0.0,960.0,0.0,0.0,222.36,222.36,294.74,190.33,144.28,217.48,215.57,220.32,179.137
2024-01-04 11:00:00,83,11,3,1,1,0.5727,286.37,1,0.0,0,0.0,1056.89,0.0,1022.97,69.96,0.0,286.37,286.37,307.92,207.14,81.3,229.43,193.82,204.34,179.137
2024-01-04 12:00:00,84,12,3,1,1,0.6442,322.08,1,0.0,0,0.0,1045.3,0.0,1080.0,63.37,0.0,322.08,322.08,203.19,168.61,3.48,198.55,244.53,198.48,179.137
2024-01-04 13:00:00,85,13,3,1,1,0.409,204.48,1,0.0,0,0.0,1103.11,0.0,1080.0,0.0,0.0,204.48,204.48,213.97,135.56,4.46,217.99,245.89,272.3,179.137
2024-01-04 14:00:00,86,14,3,1,1,0.4736,236.8,1,0.0,0,0.0,1083.22,0.0,1080.0,0.0,0.0,236.8,236.8,200.35,69.79,6.19,231.95,243.43,237.15,179.137
2024-01-04 15:00:00,87,15,3,1,1,0.3599,179.94,1,0.0,0,0.0,1118.76,0.0,1014.85,0.0,58.64,179.94,238.57,155.02,0.07,1.28,199.64,210.42,163.04,179.137
2024-01-04 16:00:00,88,16,3,1,1,0.2689,134.46,1,0.0,0,0.0,1188.25,0.0,960.0,0.0,49.36,134.46,183.82,67.69,0.0,0.0,231.38,226.92,168.11,179.137
2024-01-04 17:00:00,89,17,3,1,1,0.1455,72.76,1,0.0,0,0.0,1085.5,0.0,960.0,0.0,0.0,72.76,72.76,0.0,0.0,1.72,244.68,222.54,110.72,179.137
2024-01-04 18:00:00,90,18,3,1,1,0.0,0.0,1,110.0,1,40.0,1092.44,43697.6,960.0,0.0,0.0,110.0,110.0,7.18,0.19,0.0,235.49,137.07,65.56,219.137
2024-01-04 19:00:00,91,19,3,1,1,0.0,0.0,1,110.0,1,40.0,1120.14,44805.6,960.0,0.0,0.0,110.0,110.0,5.12,0.0,4.26,217.31,136.57,74.06,259.137
2024-01-04 20:00:00,92,20,3,1,1,0.0,0.0,1,110.0,1,40.0,1129.74,45189.6,960.0,0.0,0.0,110.0,110.0,0.66,2.32,0.0,174.51,100.44,72.1,299.137
2024-01-04 21:00:00,93,21,3,1,1,0.0,0.0,1,109.53,1,39.872,1107.39,44153.98,960.0,0.0,0.0,109.53,109.53,0.0,0.0,0.0,142.59,70.55,77.74,339.009
2024-01-04 22:00:00,94,22,3,1,1,0.0,0.0,1,104.38,1,38.467,1106.4,42560.19,960.0,0.0,0.0,104.38,104.38,2.68,5.34,0.0,93.19,77.0,84.97,377.476
2024-01-04 23:00:00,95,23,3,1,1,0.0,0.0,1,78.84,1,31.502,1136.74,35809.25,960.0,0.0,0.0,78.84,78.84,3.53,0.0,3.71,72.25,66.33,76.42,408.978
2024-01-05 00:00:00,96,0,4,1,1,0.0,0.0,1,55.0,1,25.0,1129.94,28248.5,960.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,73.31,72.68,138.33,25.0
2024-01-05 01:00:00,97,1,4,1,1,0.0,0.0,1,55.39,1,25.107,1078.08,27067.62,960.0,0.0,0.0,55.39,55.39,7.23,0.0,34.85,74.37,66.17,173.3,50.107
2024-01-05 02:00:00,98,2,4,1,1,0.0,0.0,1,55.0,1,25.0,1109.94,27748.5,960.0,0.0,0.0,55.0,55.0,3.01,0.55,72.27,69.96,75.58,272.02,75.107
2024-01-05 03:00:00,99,3,4,1,1,0.0,0.0,1,58.7,1,26.01,1113.76,28968.39,960.0,0.0,0.0,58.7,58.7,0.0,3.71,214.86,76.62,143.66,232.26,101.117
2024-01-05 04:00:00,100,4,4,1,1,0.0,0.0,1,56.23,1,25.335,1077.39,27295.83,960.0,0.0,0.0,56.23,56.23,0.0,34.46,255.37,74.29,146.53,218.86,126.452
2024-01-05 05:00:00,101,5,4,1,1,0.0,0.0,1,55.0,1,25.0,1121.25,28031.25,960.0,0.0,0.0,55.0,55.0,0.0,100.99,191.51,142.33,276.78,149.2,151.452
2024-01-05 06:00:00,102,6,4,1,1,0.0,0.0,1,80.28,1,31.896,1083.95,34573.24,960.0,0.0,0.0,80.28,80.28,32.72,218.17,351.42,195.13,224.92,235.36,183.348
2024-01-05 07:00:00,103,7,4,1,1,0.0637,31.84,1,0.0,0,0.0,1145.03,0.0,960.0,0.0,0.0,31.84,31.84,105.2,287.46,185.02,288.55,203.04,212.58,183.348
2024-01-05 08:00:00,104,8,4,1,1,0.2086,104.29,1,0.0,0,0.0,1119.02,0.0,960.0,0.0,0.0,104.29,104.29,149.66,162.14,173.32,236.48,184.25,258.29,183.348
2024-01-05 09:00:00,105,9,4,1,1,0.3629,181.44,1,0.0,0,0.0,1115.56,0.0,960.0,0.0,0.0,181.44,181.44,224.51,306.66,230.09,201.91,208.07,236.15,183.348
2024-01-05 10:00:00,106,10,4,1,1,0.5241,262.04,1,0.0,0,0.0,1092.85,0.0,999.83,44.25,0.0,262.04,262.04,196.75,205.28,93.36,245.11,221.2,226.98,183.348
2024-01-05 11:00:00,107,11,4,1,1,0.3763,188.14,1,0.0,0,0.0,1108.62,0.0,960.0,0.0,35.85,188.14,223.99,299.52,213.8,48.4,225.29,188.61,231.47,183.348
2024-01-05 12:00:00,108,12,4,1,1,0.5894,294.71,1,0.0,0,0.0,1045.9,0.0,1031.31,79.23,0.0,294.71,294.71,233.42,185.64,0.74,234.59,213.65,281.42,183.348
2024-01-05 13:00:00,109,13,4,1,1,0.422,210.99,1,0.0,0,0.0,1074.82,0.0,1024.69,0.0,5.96,210.99,216.95,232.78,107.9,3.62,221.43,224.45,286.05,183.348
2024-01-05 14:00:00,110,14,4,1,1,0.5088,254.39,1,0.0,0,0.0,1124.69,0.0,1060.18,39.43,0.0,254.39,254.39,178.55,77.99,1.72,238.09,219.53,265.89,183.348
2024-01-05 15:00:00,111,15,4,1,1,0.3517,175.85,1,0.0,0,0.0,1041.54,0.0,1000.67,0.0,53.56,175.85,229.41,88.57,1.74,0.0,239.6,228.87,122.33,183.348
2024-01-05 16:00:00,112,16,4,1,1,0.2022,101.12,1,0.0,0,0.0,1140.84,0.0,960.0,0.0,36.6,101.12,137.73,70.41,1.93,4.73,223.49,264.81,147.02,183.348
2024-01-05 17:00:00,113,17,4,1,1,0.1557,77.85,1,0.0,0,0.0,1054.3,0.0,960.0,0.0,0.0,77.85,77.85,0.0,2.09,0.0,237.32,223.85,111.31,183.348
2024-01-05 18:00:00,114,18,4,1,1,0.0,0.0,1,110.0,1,40.0,1137.84,45513.6,960.0,0.0,0.0,110.0,110.0,0.37,0.0,0.0,269.85,152.61,83.9,223.348
2024-01-05 19:00:00,115,19,4,1,1,0.0,0.0,1,110.0,1,40.0,1084.36,43374.4,960.0,0.0,0.0,110.0,110.0,0.0,1.4,1.93,233.15,131.31,68.21,263.348
2024-01-05 20:00:00,116,20,4,1,1,0.0,0.0,1,110.0,1,40.0,1138.58,45543.2,960.0,0.0,0.0,110.0,110.0,0.0,0.0,1.0,164.96,96.56,91.25,303.348
2024-01-05 21:00:00,117,21,4,1,1,0.0,0.0,1,97.19,1,36.507,1116.95,40776.17,960.0,0.0,0.0,97.19,97.19,1.45,2.18,0.0,147.33,73.01,69.98,339.855
2024-01-05 22:00:00,118,22,4,1,1,0.0,0.0,1,110.0,1,40.0,1061.29,42451.6,960.0,0.0,0.0,110.0,110.0,0.0,0.0,0.93,94.74,75.78,86.23,379.855
2024-01-05 23:00:00,119,23,4,1,1,0.0,0.0,1,75.7,1,30.646,1154.28,35373.81,960.0,0.0,0.0,75.7,75.7,1.21,1.04,2.94,70.86,63.75,83.48,410.501
2024-01-06 00:00:00,120,0,5,1,0,0.0,0.0,1,55.0,1,25.0,1160.0,29000.0,960.0,0.0,0.0,55.0,55.0,1.55,3.11,1.48,77.59,70.67,151.26,25.0
2024-01-06 01:00:00,121,1,5,1,0,0.0,0.0,1,56.23,1,25.336,1109.72,28115.94,960.0,0.0,0.0,56.23,56.23,0.0,3.04,28.65,74.45,88.6,100.51,50.336
2024-01-06 02:00:00,122,2,5,1,0,0.0,0.0,1,55.0,1,25.0,1102.77,27569.25,960.0,0.0,0.0,55.0,55.0,0.0,0.78,128.24,69.44,58.04,103.3,75.336
2024-01-06 03:00:00,123,3,5,1,0,0.0,0.0,1,55.0,1,25.0,1106.58,27664.5,960.0,0.0,0.0,55.0,55.0,0.0,0.0,106.75,84.12,128.49,94.35,100.336
2024-01-06 04:00:00,124,4,5,1,0,0.0,0.0,1,61.37,1,26.737,1079.38,28859.26,960.0,0.0,0.0,61.37,61.37,0.0,29.83,239.57,72.23,116.14,148.97,127.073
2024-01-06 05:00:00,125,5,5,1,0,0.0,0.0,1,55.0,1,25.0,1148.56,28714.0,960.0,0.0,0.0,55.0,55.0,0.0,185.46,137.84,131.72,140.41,139.22,152.073
2024-01-06 06:00:00,126,6,5,1,0,0.0,0.0,1,78.45,1,31.395,1093.8,34340.15,960.0,0.0,0.0,78.45,78.45,27.15,173.41,183.82,116.31,107.08,134.41,183.468
2024-01-06 07:00:00,127,7,5,1,0,0.0612,30.58,1,0.0,0,0.0,1110.2,0.0,960.0,0.0,0.0,30.58,30.58,157.83,211.0,308.15,118.26,130.26,111.24,183.468
2024-01-06 08:00:00,128,8,5,1,0,0.3274,163.7,1,0.0,0,0.0,1085.45,0.0,999.74,44.16,0.0,163.7,163.7,171.98,150.35,382.73,112.55,98.81,124.25,183.468
2024-01-06 09:00:00,129,9,5,1,0,0.3316,165.82,1,0.0,0,0.0,1091.03,0.0,1046.59,52.06,0.0,165.82,165.82,221.26,276.79,249.31,142.25,128.4,126.03,183.468
2024-01-06 10:00:00,130,10,5,1,0,0.4272,213.61,1,0.0,0,0.0,1069.29,0.0,1080.0,37.12,0.0,213.61,213.61,144.75,223.46,90.5,131.74,126.25,142.13,183.468
2024-01-06 11:00:00,131,11,5,1,0,0.3083,154.13,1,0.0,0,0.0,1153.84,0.0,1080.0,0.0,0.0,154.13,154.13,216.21,329.47,63.13,134.52,104.89,131.34,183.468
2024-01-06 12:00:00,132,12,5,1,0,0.4813,240.67,1,0.0,0,0.0,1106.77,0.0,1080.0,0.0,0.0,240.67,240.67,304.18,219.47,1.45,117.33,128.94,165.4,183.468
