timestamp,hour,hour_of_day,is_weekday,LP1_powered,LP1_demand_kw,LP1_effective_kw,LP2_powered,LP2_demand_kw,LP2_effective_kw,LP3_powered,LP3_demand_kw,LP3_effective_kw,LP4_powered,LP4_demand_kw,LP4_effective_kw,LP5_powered,LP5_demand_kw,LP5_effective_kw,LP6_powered,LP6_demand_kw,LP6_effective_kw,LP7_powered,LP7_demand_kw,LP7_effective_kw,LP8_powered,LP8_demand_kw,LP8_effective_kw
2024-01-01 10:00:00,10,10,1,1,42.47,42.47,1,67.78,67.78,1,44.46,44.46,1,37.01,37.01,0,25.28,0.0,0,30.24,0.0,1,20.42,17.55,0,0.0,0.0
2024-01-01 11:00:00,11,11,1,1,38.87,38.87,1,77.02,77.02,1,42.17,42.17,1,42.75,42.75,1,23.8,23.8,0,30.53,0.0,1,1.28,1.28,0,0.0,0.0
2024-01-01 12:00:00,12,12,1,1,37.97,37.97,1,73.31,73.31,1,53.45,53.45,1,35.55,35.55,1,25.32,25.32,1,34.18,34.18,1,1.19,1.19,0,0.0,0.0
2024-01-01 13:00:00,13,13,1,1,38.34,38.34,1,71.16,71.16,1,46.45,46.45,1,38.95,38.95,1,24.33,24.33,1,29.62,29.62,1,1.29,1.29,0,0.0,0.0
2024-01-01 14:00:00,14,14,1,1,42.52,42.52,1,72.6,72.6,1,52.72,52.72,1,35.24,35.24,1,25.88,25.88,1,27.43,27.43,1,1.43,1.43,0,0.0,0.0
2024-01-01 15:00:00,15,15,1,1,36.28,36.28,1,76.09,76.09,1,51.64,51.64,1,42.21,42.21,0,26.1,0.0,0,30.56,0.0,1,18.35,17.59,0,0.0,0.0
2024-01-01 16:00:00,16,16,1,1,41.11,41.11,1,79.22,63.66,0,51.55,0.0,0,37.28,0.0,0,24.26,0.0,0,33.6,0.0,0,17.99,0.0,0,0.0,0.0
2024-01-01 17:00:00,17,17,1,1,37.9,37.9,0,82.43,0.0,0,48.4,0.0,1,33.55,33.55,0,25.65,0.0,0,31.8,0.0,0,18.57,0.0,0,0.0,0.0
2024-01-01 18:00:00,18,18,1,1,4.3,4.3,0,82.14,0.0,1,50.42,50.42,1,65.99,65.99,0,25.57,0.0,0,30.19,0.0,1,15.0,13.92,1,15.38,15.38
2024-01-01 19:00:00,19,19,1,1,4.36,4.36,1,78.22,63.38,0,48.28,0.0,1,65.53,65.53,0,21.63,0.0,0,25.14,0.0,0,22.83,0.0,1,16.73,16.73
2024-01-01 20:00:00,20,20,1,1,4.77,4.77,0,76.77,0.0,1,54.8,54.8,1,71.25,71.25,0,22.2,0.0,0,26.04,0.0,0,18.49,0.0,1,15.3,15.3
2024-01-01 21:00:00,21,21,1,1,5.07,5.07,1,4.14,4.14,1,48.98,48.98,1,66.66,66.66,0,21.95,0.0,0,30.51,0.0,0,1.43,0.0,1,13.74,13.74
2024-01-01 22:00:00,22,22,1,1,4.52,4.52,1,4.16,4.16,1,49.94,49.94,1,67.79,67.79,0,25.15,0.0,0,3.61,0.0,0,1.49,0.0,1,17.19,17.19
2024-01-01 23:00:00,23,23,1,1,3.98,3.98,1,3.98,3.98,1,13.5,13.5,1,81.58,81.58,0,1.5,0.0,0,3.69,0.0,0,1.21,0.0,1,14.74,14.74
2024-01-02 00:00:00,24,0,1,1,5.98,5.98,1,4.1,4.1,1,12.1,12.1,1,42.49,42.49,0,1.33,0.0,0,4.0,0.0,0,1.19,0.0,1,14.27,14.27
2024-01-02 01:00:00,25,1,1,1,5.2,5.2,1,4.37,4.37,1,10.91,10.91,1,45.21,45.21,0,1.46,0.0,0,3.34,0.0,0,1.5,0.0,1,14.35,14.35
2024-01-02 02:00:00,26,2,1,1,5.13,5.13,1,4.77,4.77,1,11.66,11.66,1,43.61,43.61,0,1.54,0.0,0,3.53,0.0,0,1.24,0.0,1,15.71,15.71
2024-01-02 03:00:00,27,3,1,1,5.4,5.4,1,4.2,4.2,1,13.81,13.81,1,44.41,44.41,0,1.65,0.0,0,4.07,0.0,0,1.28,0.0,1,14.37,14.37
2024-01-02 04:00:00,28,4,1,1,4.81,4.81,1,3.97,3.97,1,12.82,12.82,1,46.96,46.96,0,1.76,0.0,0,3.34,0.0,0,1.25,0.0,1,13.12,13.12
2024-01-02 05:00:00,29,5,1,1,4.73,4.73,1,4.58,4.58,1,13.04,13.04,1,36.74,36.74,0,1.71,0.0,0,4.06,0.0,0,1.01,0.0,1,15.65,15.65
2024-01-02 06:00:00,30,6,1,1,5.29,5.29,1,3.57,3.57,1,13.04,13.04,1,71.44,71.44,0,1.61,0.0,1,30.56,30.56,0,18.23,0.0,1,15.36,15.36
2024-01-02 07:00:00,31,7,1,1,5.29,5.29,1,82.81,75.69,0,14.56,0.0,0,68.47,0.0,0,1.49,0.0,0,29.42,0.0,0,18.46,0.0,0,0.0,0.0
2024-01-02 08:00:00,32,8,1,1,42.6,42.6,1,67.67,67.67,0,42.49,0.0,0,71.58,0.0,0,20.05,0.0,0,30.07,0.0,0,20.16,0.0,0,0.0,0.0
2024-01-02 09:00:00,33,9,1,1,43.47,43.47,1,80.45,80.45,0,50.43,0.0,0,36.55,0.0,0,22.95,0.0,0,30.6,0.0,0,17.89,0.0,0,0.0,0.0
2024-01-02 10:00:00,34,10,1,1,36.58,36.58,1,73.52,73.52,1,51.08,51.08,1,36.58,36.58,1,23.34,23.34,1,31.28,28.85,0,17.65,0.0,0,0.0,0.0
2024-01-02 11:00:00,35,11,1,1,39.77,39.77,1,78.39,78.39,1,50.87,50.87,1,38.03,38.03,1,24.08,24.08,0,24.88,0.0,1,1.38,1.38,0,0.0,0.0
2024-01-02 12:00:00,36,12,1,1,46.14,46.14,1,89.17,89.17,1,54.21,51.74,0,35.52,0.0,0,25.59,0.0,0,32.73,0.0,0,1.42,0.0,0,0.0,0.0
2024-01-02 13:00:00,37,13,1,1,43.22,43.22,1,71.31,71.31,1,54.32,54.32,1,43.0,43.0,1,25.17,25.17,1,30.31,30.31,1,1.2,1.2,0,0.0,0.0
2024-01-02 14:00:00,38,14,1,1,35.85,35.85,1,70.31,70.31,1,50.07,50.07,1,34.29,34.29,1,24.06,24.06,1,32.46,32.46,1,1.12,1.12,0,0.0,0.0
2024-01-02 15:00:00,39,15,1,1,38.88,38.88,1,76.91,76.91,1,44.07,44.07,1,41.43,41.43,0,23.12,0.0,0,30.79,0.0,0,21.88,0.0,0,0.0,0.0
2024-01-02 16:00:00,40,16,1,1,45.61,45.61,1,85.76,85.76,0,61.18,0.0,0,33.46,0.0,0,20.97,0.0,0,34.91,0.0,0,20.88,0.0,0,0.0,0.0
2024-01-02 17:00:00,41,17,1,1,42.08,42.08,0,77.52,0.0,0,50.93,0.0,1,36.37,33.67,0,22.35,0.0,0,28.03,0.0,0,17.56,0.0,0,0.0,0.0
2024-01-02 18:00:00,42,18,1,1,4.85,4.85,0,76.7,0.0,1,51.31,51.31,1,72.35,72.35,0,22.04,0.0,0,33.57,0.0,0,18.06,0.0,1,15.93,15.93
2024-01-02 19:00:00,43,19,1,1,4.86,4.86,1,77.46,65.28,0,56.1,0.0,1,65.32,65.32,0,28.84,0.0,0,27.67,0.0,0,18.49,0.0,1,14.54,14.54
2024-01-02 20:00:00,44,20,1,1,4.74,4.74,1,70.29,67.33,0,49.35,0.0,1,64.93,64.93,0,27.7,0.0,0,31.02,0.0,0,17.27,0.0,1,12.99,12.99
2024-01-02 21:00:00,45,21,1,1,4.58,4.58,1,4.31,4.31,1,56.22,56.22,1,69.0,69.0,0,21.48,0.0,0,32.25,0.0,0,1.26,0.0,1,15.7,15.7
2024-01-02 22:00:00,46,22,1,0,4.46,0.0,0,4.11,0.0,0,49.7,0.0,0,75.65,0.0,0,24.63,0.0,0,3.72,0.0,0,1.31,0.0,0,16.36,0.0
2024-01-02 23:00:00,47,23,1,0,5.16,0.0,0,4.7,0.0,0,14.6,0.0,0,71.05,0.0,0,1.42,0.0,0,3.14,0.0,0,1.17,0.0,0,13.83,0.0
2024-01-03 00:00:00,48,0,1,1,4.87,4.87,1,4.52,4.52,1,13.2,13.2,1,51.34,51.34,0,1.62,0.0,0,3.76,0.0,0,1.57,0.0,1,13.03,13.03
2024-01-03 01:00:00,49,1,1,1,5.05,5.05,1,3.8,3.8,1,12.05,12.05,1,46.6,46.6,0,1.53,0.0,0,3.58,0.0,0,1.15,0.0,1,16.85,16.85
2024-01-03 02:00:00,50,2,1,1,4.99,4.99,1,4.15,4.15,1,14.96,14.96,1,42.95,42.95,0,1.57,0.0,0,3.98,0.0,0,1.1,0.0,1,16.69,16.69
2024-01-03 03:00:00,51,3,1,1,5.32,5.32,1,4.43,4.43,1,13.35,13.35,1,34.97,34.97,0,1.73,0.0,0,3.45,0.0,0,1.42,0.0,1,16.35,16.35
2024-01-03 04:00:00,52,4,1,1,4.95,4.95,1,3.91,3.91,1,12.12,12.12,1,39.05,39.05,0,1.64,0.0,0,3.55,0.0,0,1.28,0.0,1,14.12,14.12
2024-01-03 05:00:00,53,5,1,1,5.09,5.09,1,3.88,3.88,1,11.3,11.3,1,43.64,43.64,0,1.7,0.0,0,3.52,0.0,0,1.37,0.0,1,14.76,14.76
2024-01-03 06:00:00,54,6,1,1,4.84,4.84,1,4.09,4.09,1,13.45,13.45,1,61.75,61.75,0,1.66,0.0,1,28.98,28.98,1,18.54,18.54,1,15.61,15.61
2024-01-03 07:00:00,55,7,1,1,4.41,4.41,0,78.54,0.0,1,14.15,14.15,0,69.5,0.0,0,1.5,0.0,1,29.93,29.93,1,17.98,16.92,0,0.0,0.0
2024-01-03 08:00:00,56,8,1,1,39.87,39.87,0,82.77,0.0,0,52.53,0.0,0,71.85,0.0,1,21.38,21.38,0,31.08,0.0,0,18.4,0.0,0,0.0,0.0
2024-01-03 09:00:00,57,9,1,1,42.52,42.52,1,77.85,77.85,1,52.3,52.3,1,36.28,36.28,0,23.31,0.0,0,30.9,0.0,0,19.15,0.0,0,0.0,0.0
2024-01-03 10:00:00,58,10,1,1,42.8,42.8,1,91.48,91.48,1,57.31,57.31,1,36.35,36.35,1,23.31,23.31,0,26.68,0.0,0,20.24,0.0,0,0.0,0.0
2024-01-03 11:00:00,59,11,1,1,45.32,45.32,1,72.29,72.29,1,53.39,53.39,1,42.97,42.97,1,22.89,22.89,0,27.66,0.0,1,1.24,1.24,0,0.0,0.0
2024-01-03 12:00:00,60,12,1,1,39.11,39.11,1,80.96,80.96,1,48.27,48.27,1,37.35,37.35,1,22.54,22.54,1,28.33,28.33,1,1.37,1.37,0,0.0,0.0
2024-01-03 13:00:00,61,13,1,1,41.34,41.34,1,69.65,67.42,0,48.45,0.0,0,36.74,0.0,0,24.01,0.0,0,28.89,0.0,0,1.28,0.0,0,0.0,0.0
2024-01-03 14:00:00,62,14,1,1,40.18,40.18,0,86.28,0.0,0,53.22,0.0,1,34.2,32.83,0,26.41,0.0,0,27.66,0.0,0,1.29,0.0,0,0.0,0.0
2024-01-03 15:00:00,63,15,1,1,45.88,45.88,1,84.74,68.33,0,53.0,0.0,0,37.14,0.0,0,19.87,0.0,0,27.94,0.0,0,17.24,0.0,0,0.0,0.0
2024-01-03 16:00:00,64,16,1,1,41.83,41.83,1,80.78,77.03,0,55.39,0.0,0,35.73,0.0,0,21.51,0.0,0,32.81,0.0,0,18.11,0.0,0,0.0,0.0
2024-01-03 17:00:00,65,17,1,1,41.89,41.89,0,65.81,0.0,0,52.46,0.0,0,42.51,0.0,1,24.38,24.38,0,30.46,0.0,0,16.72,0.0,0,0.0,0.0
2024-01-03 18:00:00,66,18,1,1,4.76,4.76,0,80.72,0.0,1,53.72,53.72,1,73.81,73.81,0,20.34,0.0,0,27.09,0.0,0,16.85,0.0,1,14.74,14.74
2024-01-03 19:00:00,67,19,1,1,4.69,4.69,0,71.42,0.0,1,52.37,51.37,1,78.61,78.61,0,21.13,0.0,0,30.67,0.0,0,17.19,0.0,1,15.33,15.33
2024-01-03 20:00:00,68,20,1,1,4.22,4.22,0,79.2,0.0,1,54.88,54.88,1,71.77,71.77,0,27.93,0.0,0,28.74,0.0,0,15.19,0.0,1,14.59,14.59
2024-01-03 21:00:00,69,21,1,1,4.29,4.29,1,3.75,3.75,1,53.99,49.23,1,77.63,77.63,0,24.96,0.0,0,34.11,0.0,0,1.22,0.0,1,15.1,15.1
2024-01-03 22:00:00,70,22,1,1,4.85,4.85,1,4.34,4.34,1,49.9,49.9,1,64.94,64.94,0,28.98,0.0,0,3.53,0.0,0,1.27,0.0,1,13.4,13.4
2024-01-03 23:00:00,71,23,1,1,4.8,4.8,1,4.13,4.13,1,12.55,12.55,1,72.0,72.0,0,1.37,0.0,0,3.57,0.0,0,1.36,0.0,1,16.59,16.59
2024-01-04 00:00:00,72,0,1,1,4.85,4.85,1,3.98,3.98,1,13.07,13.07,1,41.48,41.48,0,1.86,0.0,0,3.63,0.0,0,1.18,0.0,1,13.45,13.45
2024-01-04 01:00:00,73,1,1,1,5.14,5.14,1,4.45,4.45,1,12.85,12.85,1,43.02,43.02,0,1.43,0.0,0,3.39,0.0,0,1.32,0.0,1,15.5,15.5
2024-01-04 02:00:00,74,2,1,1,4.81,4.81,1,4.23,4.23,1,14.08,14.08,1,44.73,44.73,0,1.71,0.0,0,3.85,0.0,0,1.36,0.0,1,13.89,13.89
2024-01-04 03:00:00,75,3,1,1,4.64,4.64,1,4.18,4.18,1,12.95,12.95,1,41.17,41.17,0,1.32,0.0,0,3.73,0.0,0,1.29,0.0,1,15.61,15.61
2024-01-04 04:00:00,76,4,1,1,4.7,4.7,1,4.5,4.5,1,11.29,11.29,1,39.37,39.37,0,1.63,0.0,0,3.82,0.0,0,1.34,0.0,1,17.01,17.01
2024-01-04 05:00:00,77,5,1,1,4.87,4.87,1,4.89,4.89,1,11.53,11.53,1,48.09,48.09,0,1.64,0.0,0,3.72,0.0,0,1.35,0.0,1,16.12,16.12
2024-01-04 06:00:00,78,6,1,1,4.63,4.63,1,4.34,4.34,1,12.49,12.49,1,61.1,61.1,0,1.54,0.0,1,30.16,30.16,1,17.98,17.98,1,14.05,14.05
2024-01-04 07:00:00,79,7,1,1,5.18,5.18,1,65.39,64.69,0,13.47,0.0,0,80.14,0.0,0,1.41,0.0,0,33.58,0.0,0,17.53,0.0,0,0.0,0.0
2024-01-04 08:00:00,80,8,1,1,40.57,40.57,1,66.9,66.9,0,48.0,0.0,0,65.98,0.0,0,23.35,0.0,0,31.03,0.0,0,18.77,0.0,0,0.0,0.0
2024-01-04 09:00:00,81,9,1,1,41.42,41.42,1,76.85,76.85,1,53.61,53.61,0,38.84,0.0,1,24.34,24.34,0,25.45,0.0,0,16.9,0.0,0,0.0,0.0
2024-01-04 10:00:00,82,10,1,1,37.95,37.95,1,82.71,82.71,1,47.83,47.83,1,39.01,39.01,0,21.68,0.0,0,30.46,0.0,0,15.17,0.0,0,0.0,0.0
2024-01-04 11:00:00,83,11,1,1,44.06,44.06,1,77.25,77.25,1,51.6,51.6,1,33.87,33.87,1,23.49,23.49,1,32.5,32.5,1,1.24,1.24,0,0.0,0.0
2024-01-04 12:00:00,84,12,1,1,45.28,45.28,1,79.56,79.56,1,52.64,52.64,1,38.52,38.52,1,23.76,23.76,1,24.21,24.21,1,1.26,1.26,0,0.0,0.0
2024-01-04 13:00:00,85,13,1,1,36.18,36.18,1,76.07,76.07,1,46.29,46.29,1,37.66,37.66,1,24.75,24.75,1,26.96,22.65,0,1.34,0.0,0,0.0,0.0
2024-01-04 14:00:00,86,14,1,1,41.91,41.91,1,82.31,82.31,1,52.57,52.57,1,39.03,39.03,0,20.84,0.0,0,31.15,0.0,1,1.33,1.33,0,0.0,0.0
2024-01-04 15:00:00,87,15,1,1,40.25,40.25,1,80.2,80.2,1,57.54,56.06,0,40.75,0.0,0,22.75,0.0,0,32.03,0.0,0,17.54,0.0,0,0.0,0.0
2024-01-04 16:00:00,88,16,1,1,41.53,41.53,1,70.2,70.2,0,50.15,0.0,0,39.57,0.0,1,24.22,20.18,0,30.13,0.0,0,18.63,0.0,0,0.0,0.0
2024-01-04 17:00:00,89,17,1,1,42.07,42.07,0,79.17,0.0,0,51.26,0.0,1,34.57,29.3,0,23.12,0.0,0,30.76,0.0,0,19.84,0.0,0,0.0,0.0
2024-01-04 18:00:00,90,18,1,1,3.92,3.92,1,67.0,60.93,0,51.99,0.0,1,69.82,69.82,0,21.79,0.0,0,32.98,0.0,0,18.23,0.0,1,15.32,15.32
2024-01-04 19:00:00,91,19,1,1,5.07,5.07,1,79.17,66.35,0,51.32,0.0,1,65.94,65.94,0,25.67,0.0,0,28.5,0.0,0,17.12,0.0,1,12.64,12.64
2024-01-04 20:00:00,92,20,1,1,5.2,5.2,1,74.7,63.51,0,51.05,0.0,1,67.34,67.34,0,25.74,0.0,0,27.48,0.0,0,17.9,0.0,1,13.95,13.95
2024-01-04 21:00:00,93,21,1,1,5.24,5.24,1,4.3,4.3,1,50.74,50.56,1,73.35,73.35,0,25.32,0.0,0,29.12,0.0,0,1.4,0.0,1,16.54,16.54
2024-01-04 22:00:00,94,22,1,1,4.42,4.42,1,4.36,4.36,1,44.56,44.56,1,74.01,74.01,0,23.18,0.0,0,3.77,0.0,0,1.17,0.0,1,18.26,18.26
2024-01-04 23:00:00,95,23,1,1,4.76,4.76,1,4.34,4.34,1,13.2,13.2,1,73.88,73.88,0,1.57,0.0,0,3.81,0.0,0,1.39,0.0,1,12.45,12.45
2024-01-05 00:00:00,96,0,1,1,4.57,4.57,1,4.73,4.73,1,11.64,11.64,1,45.61,45.61,0,1.75,0.0,0,3.94,0.0,0,1.26,0.0,1,16.4,16.4
2024-01-05 01:00:00,97,1,1,1,4.04,4.04,1,4.26,4.26,1,13.12,13.12,1,46.16,46.16,0,1.69,0.0,0,4.21,0.0,0,1.44,0.0,1,13.67,13.67
2024-01-05 02:00:00,98,2,1,1,4.54,4.54,1,4.31,4.31,1,13.45,13.45,1,42.96,42.96,0,1.75,0.0,0,3.77,0.0,0,1.35,0.0,1,14.57,14.57
2024-01-05 03:00:00,99,3,1,1,4.36,4.36,1,4.7,4.7,1,13.15,13.15,1,49.4,49.4,0,1.6,0.0,0,3.34,0.0,0,1.38,0.0,1,13.6,13.6
2024-01-05 04:00:00,100,4,1,1,4.9,4.9,1,4.89,4.89,1,11.84,11.84,1,46.97,46.97,0,1.67,0.0,0,3.49,0.0,0,1.42,0.0,1,16.34,16.34
2024-01-05 05:00:00,101,5,1,1,4.15,4.15,1,4.24,4.24,1,13.06,13.06,1,44.51,44.51,0,1.68,0.0,0,3.76,0.0,0,1.44,0.0,1,15.82,15.82
2024-01-05 06:00:00,102,6,1,1,4.4,4.4,1,4.07,4.07,1,12.52,12.52,1,76.95,76.95,0,1.78,0.0,1,33.18,33.18,0,19.73,0.0,1,15.27,15.27
2024-01-05 07:00:00,103,7,1,1,4.58,4.58,0,73.6,0.0,1,12.14,12.14,0,67.68,0.0,0,1.3,0.0,0,31.28,0.0,1,17.08,14.51,0,0.0,0.0
2024-01-05 08:00:00,104,8,1,1,43.1,43.1,0,79.19,0.0,1,59.36,59.2,0,71.27,0.0,0,24.12,0.0,0,27.61,0.0,0,19.59,0.0,0,0.0,0.0
2024-01-05 09:00:00,105,9,1,1,49.63,49.63,1,75.19,75.19,1,47.29,47.29,0,39.81,0.0,0,25.71,0.0,0,28.17,0.0,0,16.48,0.0,0,0.0,0.0
2024-01-05 10:00:00,106,10,1,1,41.59,41.59,1,65.73,65.73,1,52.97,52.97,1,33.53,33.53,1,26.13,26.13,1,29.03,29.03,0,16.72,0.0,0,0.0,0.0
2024-01-05 11:00:00,107,11,1,1,37.25,37.25,1,83.3,83.3,1,57.17,57.17,0,43.76,0.0,0,23.02,0.0,0,29.9,0.0,1,1.31,1.31,0,0.0,0.0
2024-01-05 12:00:00,108,12,1,1,38.4,38.4,1,81.41,81.41,1,52.51,52.51,1,35.4,35.4,1,24.63,24.63,1,29.08,29.08,1,1.45,1.45,0,0.0,0.0
2024-01-05 13:00:00,109,13,1,1,42.74,42.74,1,83.44,83.44,1,48.45,48.45,1,35.81,35.81,1,25.29,20.42,0,27.64,0.0,0,1.31,0.0,0,0.0,0.0
2024-01-05 14:00:00,110,14,1,1,36.23,36.23,1,84.65,84.65,1,48.71,48.71,1,37.21,37.21,1,26.28,26.28,0,27.93,0.0,1,1.24,1.24,0,0.0,0.0
2024-01-05 15:00:00,111,15,1,1,44.17,44.17,1,77.59,77.59,1,45.26,45.26,0,39.35,0.0,0,24.56,0.0,0,29.55,0.0,0,19.4,0.0,0,0.0,0.0
2024-01-05 16:00:00,112,16,1,1,41.49,41.49,0,78.02,0.0,1,51.33,51.33,0,39.64,0.0,0,24.38,0.0,0,30.22,0.0,0,17.79,0.0,0,0.0,0.0
2024-01-05 17:00:00,113,17,1,1,40.2,40.2,0,82.58,0.0,0,51.48,0.0,1,41.61,36.17,0,23.37,0.0,0,27.41,0.0,0,19.16,0.0,0,0.0,0.0
2024-01-05 18:00:00,114,18,1,1,4.13,4.13,1,69.0,62.56,0,49.93,0.0,1,70.23,70.23,0,26.03,0.0,0,30.49,0.0,0,18.68,0.0,1,13.08,13.08
2024-01-05 19:00:00,115,19,1,1,5.13,5.13,0,74.27,0.0,1,56.76,56.76,1,72.45,72.45,0,26.26,0.0,0,34.04,0.0,0,17.06,0.0,1,13.5,13.5
2024-01-05 20:00:00,116,20,1,1,4.49,4.49,1,76.07,70.39,0,50.8,0.0,1,61.9,61.9,0,25.88,0.0,0,30.21,0.0,0,20.18,0.0,1,13.22,13.22
2024-01-05 21:00:00,117,21,1,1,4.84,4.84,1,4.56,4.56,1,44.63,44.63,1,64.54,64.54,0,25.3,0.0,0,30.37,0.0,0,1.15,0.0,1,15.62,15.62
2024-01-05 22:00:00,118,22,1,1,4.72,4.72,1,4.06,4.06,1,57.13,53.68,1,70.08,70.08,0,24.35,0.0,0,3.31,0.0,0,1.23,0.0,1,17.46,17.46
2024-01-05 23:00:00,119,23,1,1,4.17,4.17,1,4.0,4.0,1,11.57,11.57,1,72.61,72.61,0,1.52,0.0,0,3.93,0.0,0,1.39,0.0,1,16.54,16.54
2024-01-06 00:00:00,120,0,0,1,4.69,4.69,1,4.1,4.1,1,13.3,13.3,1,44.42,44.42,0,1.5,0.0,0,3.54,0.0,0,1.63,0.0,1,16.23,16.23
2024-01-06 01:00:00,121,1,0,1,4.31,4.31,1,4.41,4.41,1,13.43,13.43,1,46.45,46.45,0,1.72,0.0,0,4.03,0.0,0,1.13,0.0,1,17.11,17.11
2024-01-06 02:00:00,122,2,0,1,4.53,4.53,1,4.22,4.22,1,12.7,12.7,1,44.38,44.38,0,1.74,0.0,0,4.25,0.0,0,1.31,0.0,1,15.96,15.96
2024-01-06 03:00:00,123,3,0,1,4.94,4.94,1,3.75,3.75,1,13.73,13.73,1,43.75,43.75,0,1.62,0.0,0,3.51,0.0,0,1.07,0.0,1,16.52,16.52
2024-01-06 04:00:00,124,4,0,1,5.05,5.05,1,3.82,3.82,1,12.86,12.86,1,53.14,53.14,0,1.62,0.0,0,3.52,0.0,0,1.31,0.0,1,15.26,15.26
2024-01-06 05:00:00,125,5,0,1,4.77,4.77,1,4.29,4.29,1,12.41,12.41,1,43.64,43.64,0,1.62,0.0,0,3.87,0.0,0,1.25,0.0,1,14.06,14.06
2024-01-06 06:00:00,126,6,0,1,4.44,4.44,1,4.3,4.3,1,10.66,10.66,1,76.31,76.31,0,1.74,0.0,1,26.7,26.7,0,18.55,0.0,1,13.63,13.63
2024-01-06 07:00:00,127,7,0,1,4.53,4.53,1,4.26,4.26,1,11.02,11.02,0,63.22,0.0,0,1.69,0.0,0,29.96,0.0,0,20.6,0.0,0,0.0,0.0
2024-01-06 08:00:00,128,8,0,1,4.52,4.52,1,4.09,4.09,1,15.59,15.59,1,71.29,71.29,1,1.54,1.54,1,29.03,29.03,1,19.78,19.78,0,0.0,0.0
2024-01-06 09:00:00,129,9,0,1,13.86,13.86,1,27.08,27.08,1,13.53,13.53,1,35.15,35.15,1,1.66,1.66,1,29.53,29.53,1,17.97,17.97,0,0.0,0.0
2024-01-06 10:00:00,130,10,0,1,16.82,16.82,1,26.23,26.23,1,35.16,35.16,1,43.04,43.04,1,12.52,12.52,1,24.92,24.92,1,19.55,19.55,0,0.0,0.0
2024-01-06 11:00:00,131,11,0,1,14.49,14.49,1,26.16,26.16,1,38.37,38.37,1,35.5,35.5,1,13.62,13.62,1,30.93,30.93,1,1.33,1.33,0,0.0,0.0
2024-01-06 12:00:00,132,12,0,1,16.82,16.82,1,26.23,26.23,1,31.04,31.04,1,37.06,37.06,1,12.33,12.33,1,35.57,35.57,1,1.21,1.21,0,0.0,0.0
2024-01-06 13:00:00,133,13,0,1,14.77,14.77,1,28.73,28.73,1,31.61,31.61,1,34.71,34.71,1,13.35,13.35,1,28.74,28.74,1,1.32,1.32,0,0.0,0.0
2024-01-06 14:00:00,134,14,0,1,4.32,4.32,1,23.39,23.39,1,27.77,27.77,1,34.53,34.53,1,13.45,13.45,1,26.3,26.3,1,1.37,1.37,0,0.0,0.0
2024-01-06 15:00:00,135,15,0,1,5.03,5.03,1,4.1,4.1,1,31.23,31.23,1,36.93,36.93,1,11.94,11.94,1,31.62,31.62,1,24.04,24.04,0,0.0,0.0
