timestamp,hour,hour_of_day,day_of_year,month,is_weekday,solar_pv_availability_fraction,solar_pv_output_kw,diesel_available,diesel_dispatched_kw,diesel_on,diesel_fuel_consumed_litres,diesel_fuel_price_NGN_per_litre,diesel_cost_NGN,battery_soc_kwh,battery_charge_kw,battery_discharge_kw,total_generation_kw,total_available_kw
2024-01-03 23:00:00,71,23,2,1,1,0.0,0.0,1,76.61,1,25.323,1113.61,28199.94,120.0,0.0,0.0,76.61,76.61
2024-01-04 00:00:00,72,0,3,1,1,0.0,0.0,1,51.95,1,20.39,1098.46,22397.92,120.0,0.0,0.0,51.95,51.95
2024-01-04 01:00:00,73,1,3,1,1,0.0,0.0,1,53.65,1,20.73,1152.22,23885.34,120.0,0.0,0.0,53.65,53.65
2024-01-04 02:00:00,74,2,3,1,1,0.0,0.0,1,55.62,1,21.123,1135.09,23976.58,120.0,0.0,0.0,55.62,55.62
2024-01-04 03:00:00,75,3,3,1,1,0.0,0.0,1,51.59,1,20.319,1112.47,22603.95,120.0,0.0,0.0,51.59,51.59
2024-01-04 04:00:00,76,4,3,1,1,0.0,0.0,1,49.06,1,19.811,1135.6,22497.8,120.0,0.0,0.0,49.06,49.06
2024-01-04 05:00:00,77,5,3,1,1,0.0,0.0,1,56.88,1,21.375,1101.93,23553.99,120.0,0.0,0.0,56.88,56.88
2024-01-04 06:00:00,78,6,3,1,1,0.0,0.0,1,67.68,1,23.535,1148.42,27028.52,120.0,0.0,0.0,67.68,67.68
2024-01-04 07:00:00,79,7,3,1,1,0.1424,71.22,1,63.35,1,22.67,1113.1,25234.1,120.0,0.0,0.0,134.57,134.57
2024-01-04 08:00:00,80,8,3,1,1,0.222,111.02,1,70.49,1,24.099,1132.76,27298.23,120.0,0.0,0.0,181.52,181.52
2024-01-04 09:00:00,81,9,3,1,1,0.4064,203.19,1,0.0,0,0.0,1070.16,0.0,120.0,0.0,0.0,203.19,203.19
2024-01-04 10:00:00,82,10,3,1,1,0.4447,222.36,1,0.0,0,0.0,1124.86,0.0,120.0,0.0,0.0,222.36,222.36
2024-01-04 11:00:00,83,11,3,1,1,0.5727,286.37,1,0.0,0,0.0,1056.89,0.0,182.97,69.96,0.0,286.37,286.37
2024-01-04 12:00:00,84,12,3,1,1,0.6442,322.08,1,0.0,0,0.0,1045.3,0.0,277.17,104.67,0.0,322.08,322.08
2024-01-04 13:00:00,85,13,3,1,1,0.409,204.48,1,0.0,0,0.0,1103.11,0.0,277.33,0.18,0.0,204.48,204.48
2024-01-04 14:00:00,86,14,3,1,1,0.4736,236.8,1,0.0,0,0.0,1083.22,0.0,291.91,16.2,0.0,236.8,236.8
2024-01-04 15:00:00,87,15,3,1,1,0.3599,179.94,1,0.0,0,0.0,1118.76,0.0,226.76,0.0,58.64,179.94,238.57
2024-01-04 16:00:00,88,16,3,1,1,0.2689,134.46,1,0.0,0,0.0,1188.25,0.0,126.23,0.0,90.48,134.46,224.94
2024-01-04 17:00:00,89,17,3,1,1,0.1455,72.76,1,91.37,1,28.275,1085.5,30692.48,120.0,0.0,5.6,164.13,169.73
2024-01-04 18:00:00,90,18,3,1,1,0.0,0.0,1,150.0,1,40.0,1092.44,43697.6,120.0,0.0,0.0,150.0,150.0
2024-01-04 19:00:00,91,19,3,1,1,0.0,0.0,1,150.0,1,40.0,1120.14,44805.6,120.0,0.0,0.0,150.0,150.0
2024-01-04 20:00:00,92,20,3,1,1,0.0,0.0,1,150.0,1,40.0,1129.74,45189.6,120.0,0.0,0.0,150.0,150.0
2024-01-04 21:00:00,93,21,3,1,1,0.0,0.0,1,109.53,1,31.906,1107.39,35332.63,120.0,0.0,0.0,109.53,109.53
2024-01-04 22:00:00,94,22,3,1,1,0.0,0.0,1,104.38,1,30.876,1106.4,34161.2,120.0,0.0,0.0,104.38,104.38
2024-01-04 23:00:00,95,23,3,1,1,0.0,0.0,1,78.84,1,25.768,1136.74,29291.43,120.0,0.0,0.0,78.84,78.84
2024-01-05 00:00:00,96,0,4,1,1,0.0,0.0,1,54.55,1,20.91,1129.94,23627.13,120.0,0.0,0.0,54.55,54.55
2024-01-05 01:00:00,97,1,4,1,1,0.0,0.0,1,55.39,1,21.079,1078.08,22724.47,120.0,0.0,0.0,55.39,55.39
2024-01-05 02:00:00,98,2,4,1,1,0.0,0.0,1,53.5,1,20.699,1109.94,22974.77,120.0,0.0,0.0,53.5,53.5
2024-01-05 03:00:00,99,3,4,1,1,0.0,0.0,1,58.7,1,21.74,1113.76,24213.51,120.0,0.0,0.0,58.7,58.7
2024-01-05 04:00:00,100,4,4,1,1,0.0,0.0,1,56.23,1,21.246,1077.39,22889.98,120.0,0.0,0.0,56.23,56.23
2024-01-05 05:00:00,101,5,4,1,1,0.0,0.0,1,54.07,1,20.813,1121.25,23337.03,120.0,0.0,0.0,54.07,54.07
2024-01-05 06:00:00,102,6,4,1,1,0.0,0.0,1,80.28,1,26.057,1083.95,28244.24,120.0,0.0,0.0,80.28,80.28
2024-01-05 07:00:00,103,7,4,1,1,0.0637,31.84,1,97.67,1,29.534,1145.03,33817.72,120.0,0.0,0.0,129.51,129.51
2024-01-05 08:00:00,104,8,4,1,1,0.2086,104.29,1,103.03,1,30.605,1119.02,34248.0,120.0,0.0,0.0,207.31,207.31
2024-01-05 09:00:00,105,9,4,1,1,0.3629,181.44,1,0.0,0,0.0,1115.56,0.0,120.0,0.0,0.0,181.44,181.44
2024-01-05 10:00:00,106,10,4,1,1,0.5241,262.04,1,0.0,0,0.0,1092.85,0.0,159.83,44.25,0.0,262.04,262.04
2024-01-05 11:00:00,107,11,4,1,1,0.3763,188.14,1,0.0,0,0.0,1108.62,0.0,120.0,0.0,35.85,188.14,223.99
2024-01-05 12:00:00,108,12,4,1,1,0.5894,294.71,1,0.0,0,0.0,1045.9,0.0,191.31,79.23,0.0,294.71,294.71
2024-01-05 13:00:00,109,13,4,1,1,0.422,210.99,1,0.0,0,0.0,1074.82,0.0,184.69,0.0,5.96,210.99,216.95
2024-01-05 14:00:00,110,14,4,1,1,0.5088,254.39,1,0.0,0,0.0,1124.69,0.0,220.18,39.43,0.0,254.39,254.39
2024-01-05 15:00:00,111,15,4,1,1,0.3517,175.85,1,0.0,0,0.0,1041.54,0.0,160.67,0.0,53.56,175.85,229.41
2024-01-05 16:00:00,112,16,4,1,1,0.2022,101.12,1,37.5,1,17.5,1140.84,19964.7,120.0,0.0,36.6,138.62,175.23
2024-01-05 17:00:00,113,17,4,1,1,0.1557,77.85,1,99.1,1,29.819,1054.3,31438.4,120.0,0.0,0.0,176.95,176.95
2024-01-05 18:00:00,114,18,4,1,1,0.0,0.0,1,150.0,1,40.0,1137.84,45513.6,120.0,0.0,0.0,150.0,150.0
2024-01-05 19:00:00,115,19,4,1,1,0.0,0.0,1,150.0,1,40.0,1084.36,43374.4,120.0,0.0,0.0,150.0,150.0
2024-01-05 20:00:00,116,20,4,1,1,0.0,0.0,1,150.0,1,40.0,1138.58,45543.2,120.0,0.0,0.0,150.0,150.0
2024-01-05 21:00:00,117,21,4,1,1,0.0,0.0,1,97.19,1,29.438,1116.95,32881.06,120.0,0.0,0.0,97.19,97.19
2024-01-05 22:00:00,118,22,4,1,1,0.0,0.0,1,111.47,1,32.293,1061.29,34272.61,120.0,0.0,0.0,111.47,111.47
2024-01-05 23:00:00,119,23,4,1,1,0.0,0.0,1,75.7,1,25.14,1154.28,29018.88,120.0,0.0,0.0,75.7,75.7
2024-01-06 00:00:00,120,0,5,1,0,0.0,0.0,1,54.51,1,20.902,1160.0,24246.59,120.0,0.0,0.0,54.51,54.51
2024-01-06 01:00:00,121,1,5,1,0,0.0,0.0,1,56.23,1,21.246,1109.72,23577.61,120.0,0.0,0.0,56.23,56.23
2024-01-06 02:00:00,122,2,5,1,0,0.0,0.0,1,53.96,1,20.792,1102.77,22928.75,120.0,0.0,0.0,53.96,53.96
2024-01-06 03:00:00,123,3,5,1,0,0.0,0.0,1,54.24,1,20.849,1106.58,23070.68,120.0,0.0,0.0,54.24,54.24
2024-01-06 04:00:00,124,4,5,1,0,0.0,0.0,1,61.37,1,22.274,1079.38,24041.8,120.0,0.0,0.0,61.37,61.37
2024-01-06 05:00:00,125,5,5,1,0,0.0,0.0,1,53.38,1,20.676,1148.56,23747.36,120.0,0.0,0.0,53.38,53.38
2024-01-06 06:00:00,126,6,5,1,0,0.0,0.0,1,78.45,1,25.69,1093.8,28099.58,120.0,0.0,0.0,78.45,78.45
2024-01-06 07:00:00,127,7,5,1,0,0.0612,30.58,1,37.5,1,17.5,1110.2,19428.5,120.0,0.0,0.0,68.08,68.08
2024-01-06 08:00:00,128,8,5,1,0,0.3274,163.7,1,0.0,0,0.0,1085.45,0.0,159.74,44.16,0.0,163.7,163.7
2024-01-06 09:00:00,129,9,5,1,0,0.3316,165.82,1,0.0,0,0.0,1091.03,0.0,206.59,52.06,0.0,165.82,165.82
2024-01-06 10:00:00,130,10,5,1,0,0.4272,213.61,1,0.0,0,0.0,1069.29,0.0,267.36,67.52,0.0,213.61,213.61
2024-01-06 11:00:00,131,11,5,1,0,0.3083,154.13,1,0.0,0,0.0,1153.84,0.0,287.76,22.66,0.0,154.13,154.13
2024-01-06 12:00:00,132,12,5,1,0,0.4813,240.67,1,0.0,0,0.0,1106.77,0.0,386.14,109.31,0.0,240.67,240.67
2024-01-06 13:00:00,133,13,5,1,0,0.5721,286.07,1,0.0,0,0.0,1144.13,0.0,530.58,160.49,0.0,286.07,286.07
2024-01-06 14:00:00,134,14,5,1,0,0.5686,284.3,1,0.0,0,0.0,1112.36,0.0,689.72,176.82,0.0,284.3,284.3
2024-01-06 15:00:00,135,15,5,1,0,0.4814,240.68,1,0.0,0,0.0,1088.75,0.0,799.44,121.91,0.0,240.68,240.68
2024-01-06 16:00:00,136,16,5,1,0,0.1934,96.69,1,0.0,0,0.0,1101.01,0.0,777.44,0.0,19.8,96.69,116.5
2024-01-06 17:00:00,137,17,5,1,0,0.1324,66.21,1,0.0,0,0.0,1093.22,0.0,720.64,0.0,51.12,66.21,117.33
2024-01-06 18:00:00,138,18,5,1,0,0.0,0.0,1,0.0,0,0.0,1112.18,0.0,553.22,0.0,150.67,0.0,150.67
2024-01-06 19:00:00,139,19,5,1,0,0.0,0.0,1,0.0,0,0.0,1099.39,0.0,416.03,0.0,123.47,0.0,123.47
2024-01-06 20:00:00,140,20,5,1,0,0.0,0.0,1,0.0,0,0.0,1101.91,0.0,260.28,0.0,140.18,0.0,140.18
2024-01-06 21:00:00,141,21,5,1,0,0.0,0.0,1,37.5,1,17.5,1065.93,18653.78,128.13,0.0,118.93,37.5,156.43
2024-01-06 22:00:00,142,22,5,1,0,0.0,0.0,1,68.46,1,23.693,1085.0,25706.6,120.0,0.0,7.32,68.46,75.78
2024-01-06 23:00:00,143,23,5,1,0,0.0,0.0,1,78.09,1,25.618,1167.09,29898.51,120.0,0.0,0.0,78.09,78.09
2024-01-07 00:00:00,144,0,6,1,0,0.0,0.0,1,60.36,1,22.072,1088.89,24034.16,120.0,0.0,0.0,60.36,60.36
2024-01-07 01:00:00,145,1,6,1,0,0.0,0.0,1,62.02,1,22.403,1076.13,24108.91,120.0,0.0,0.0,62.02,62.02
2024-01-07 02:00:00,146,2,6,1,0,0.0,0.0,1,55.32,1,21.065,1122.51,23645.36,120.0,0.0,0.0,55.32,55.32
2024-01-07 03:00:00,147,3,6,1,0,0.0,0.0,1,58.79,1,21.757,1158.18,25198.63,120.0,0.0,0.0,58.79,58.79
2024-01-07 04:00:00,148,4,6,1,0,0.0,0.0,1,54.67,1,20.934,1062.79,22248.14,120.0,0.0,0.0,54.67,54.67
2024-01-07 05:00:00,149,5,6,1,0,0.0,0.0,1,50.7,1,20.139,1104.32,22240.1,120.0,0.0,0.0,50.7,50.7
2024-01-07 06:00:00,150,6,6,1,0,0.0,0.0,1,77.79,1,25.558,1090.2,27863.8,120.0,0.0,0.0,77.79,77.79
2024-01-07 07:00:00,151,7,6,1,0,0.1315,65.75,1,37.5,1,17.5,1052.56,18419.8,120.0,0.0,0.0,103.25,103.25
2024-01-07 08:00:00,152,8,6,1,0,0.3185,159.26,1,0.0,0,0.0,1135.77,0.0,161.65,46.28,0.0,159.26,159.26
2024-01-07 09:00:00,153,9,6,1,0,0.4751,237.57,1,0.0,0,0.0,1110.49,0.0,275.38,126.37,0.0,237.57,237.57
2024-01-07 10:00:00,154,10,6,1,0,0.5524,276.22,1,0.0,0,0.0,1113.65,0.0,394.88,132.78,0.0,276.22,276.22
2024-01-07 11:00:00,155,11,6,1,0,0.3947,197.36,1,0.0,0,0.0,1086.19,0.0,462.61,75.25,0.0,197.36,197.36
2024-01-07 12:00:00,156,12,6,1,0,0.5629,281.45,1,0.0,0,0.0,1126.43,0.0,605.36,158.62,0.0,281.45,281.45
2024-01-07 13:00:00,157,13,6,1,0,0.4967,248.36,1,0.0,0,0.0,1093.29,0.0,715.53,122.4,0.0,248.36,248.36
2024-01-07 14:00:00,158,14,6,1,0,0.5418,270.92,1,0.0,0,0.0,1106.5,0.0,857.16,157.37,0.0,270.92,270.92
2024-01-07 15:00:00,159,15,6,1,0,0.4462,223.08,1,0.0,0,0.0,1074.32,0.0,953.91,107.51,0.0,223.08,223.08
2024-01-07 16:00:00,160,16,6,1,0,0.2759,137.97,1,0.0,0,0.0,1070.73,0.0,974.3,22.66,0.0,137.97,137.97
2024-01-07 17:00:00,161,17,6,1,0,0.1721,86.07,1,0.0,0,0.0,1155.79,0.0,937.47,0.0,33.15,86.07,119.22
2024-01-07 18:00:00,162,18,6,1,0,0.0,0.0,1,0.0,0,0.0,1094.36,0.0,760.67,0.0,159.13,0.0,159.13
2024-01-07 19:00:00,163,19,6,1,0,0.0,0.0,1,0.0,0,0.0,1120.99,0.0,603.2,0.0,141.72,0.0,141.72
2024-01-07 20:00:00,164,20,6,1,0,0.0,0.0,1,0.0,0,0.0,1110.14,0.0,463.74,0.0,125.51,0.0,125.51
2024-01-07 21:00:00,165,21,6,1,0,0.0,0.0,1,0.0,0,0.0,1096.56,0.0,338.3,0.0,112.9,0.0,112.9
2024-01-07 22:00:00,166,22,6,1,0,0.0,0.0,1,0.0,0,0.0,1094.33,0.0,244.37,0.0,84.53,0.0,84.53
2024-01-07 23:00:00,167,23,6,1,0,0.0,0.0,1,37.5,1,17.5,1132.27,19814.72,148.61,0.0,86.18,37.5,123.68
2024-01-08 00:00:00,168,0,7,1,1,0.0,0.0,1,37.5,1,17.5,1100.59,19260.32,120.0,0.0,25.75,37.5,63.25
2024-01-08 01:00:00,169,1,7,1,1,0.0,0.0,1,53.66,1,20.732,1105.6,22920.84,120.0,0.0,0.0,53.66,53.66
2024-01-08 02:00:00,170,2,7,1,1,0.0,0.0,1,53.42,1,20.684,1111.39,22987.8,120.0,0.0,0.0,53.42,53.42
2024-01-08 03:00:00,171,3,7,1,1,0.0,0.0,1,53.43,1,20.686,1149.85,23785.54,120.0,0.0,0.0,53.43,53.43
2024-01-08 04:00:00,172,4,7,1,1,0.0,0.0,1,54.32,1,20.864,1133.32,23646.1,120.0,0.0,0.0,54.32,54.32
2024-01-08 05:00:00,173,5,7,1,1,0.0,0.0,1,54.9,1,20.981,1123.4,23569.79,120.0,0.0,0.0,54.9,54.9
2024-01-08 06:00:00,174,6,7,1,1,0.0,0.0,1,80.23,1,26.047,1091.87,28439.52,120.0,0.0,0.0,80.23,80.23
2024-01-08 07:00:00,175,7,7,1,1,0.1661,83.07,1,42.31,1,18.462,1064.6,19654.52,120.0,0.0,0.0,125.38,125.38
2024-01-08 08:00:00,176,8,7,1,1,0.2542,127.09,1,68.0,1,23.6,1142.29,26958.4,120.0,0.0,0.0,195.09,195.09
2024-01-08 09:00:00,177,9,7,1,1,0.4622,231.11,1,0.0,0,0.0,1142.85,0.0,132.37,13.74,0.0,231.11,231.11
2024-01-08 10:00:00,178,10,7,1,1,0.5608,280.38,1,0.0,0,0.0,1105.96,0.0,172.09,44.14,0.0,280.38,280.38
2024-01-08 11:00:00,179,11,7,1,1,0.52,260.01,1,0.0,0,0.0,1128.71,0.0,211.8,44.12,0.0,260.01,260.01
2024-01-08 12:00:00,180,12,7,1,1,0.5102,255.08,1,0.0,0,0.0,1136.69,0.0,257.59,50.88,0.0,255.08,255.08
2024-01-08 13:00:00,181,13,7,1,1,0.4713,235.64,1,0.0,0,0.0,1138.35,0.0,273.14,17.28,0.0,235.64,235.64
2024-01-08 14:00:00,182,14,7,1,1,0.59,294.99,1,0.0,0,0.0,1141.35,0.0,335.34,69.1,0.0,294.99,294.99
2024-01-08 15:00:00,183,15,7,1,1,0.3213,160.66,1,0.0,0,0.0,1095.47,0.0,253.63,0.0,73.54,160.66,234.19
2024-01-08 16:00:00,184,16,7,1,1,0.2067,103.37,1,0.0,0,0.0,1161.13,0.0,120.0,0.0,120.27,103.37,223.64
2024-01-08 17:00:00,185,17,7,1,1,0.1419,70.96,1,104.72,1,30.943,1069.11,33081.84,120.0,0.0,0.0,175.68,175.68
2024-01-08 18:00:00,186,18,7,1,1,0.0,0.0,1,150.0,1,40.0,1139.36,45574.4,120.0,0.0,0.0,150.0,150.0
